strategy,annual_return_pct
XGBOOST,87.59130430994644
RANDOM_FOREST,81.95370471927859
STOXX Europe 600 — Buy & Hold,8.696777352649177
DILATED_RNN,8.696777352649177
MTSMFF,0.536498705242261
SACLSTM,0.0
